Report #,Title,Report Type,Category,Severity,Date Discovered,Date Reported,Date Answered,Date Resolved,LCN,Part Number,Serial Number
S019UNQT04-1-31443211,(501 EXP) Please update the Cage Code in the EEL to update the physical inventory,DQIM,CAT II,High,4/11/17 14:13,4/11/17 18:45,4/19/17 14:43,4/24/17 13:23,A9930016,215K988G08,21186
S019UNQT04-1-31446201,(501/MA)Respectfully requesting serial number update for DPS/RF receiver on ACFT BF12/168308/VM07,DQIM,CAT II,Low,4/11/17 16:43,4/11/17 18:42,9/5/17 18:31,9/7/17 23:48,A9471,0,0
S019UNQT04-1-31448381,(501/MA) Requesting manufacture date for BK9/ZM143/169417 Lift Fans,DQIM,CAT II,Low,4/11/17 17:04,4/11/17 18:36,7/7/17 17:34,7/13/17 16:22,Not Applicable,0,169417
S019UNQT04-1-31449161,(501/MA) Requesting EEL Location or Creation for Fuel Dump Valve for ACFT BK7/169300/ZM141,DQIM,CAT II,Low,4/11/17 20:55,4/11/17 21:08,4/13/17 23:25,4/18/17 12:17,A2831010,2100097-103,44
S019UNQT04-1-31467581,"(501/MA) requesting part precedence update for VLV,FLOAT,REFUEL MANF DR,LW on ACFT VM12/168721/BF23",DQIM,CAT II,Low,4/12/17 13:59,4/12/17 16:02,4/18/17 23:09,4/26/17 2:26,A2822011,0,0
S019UNQT04-1-31467891,(501/MA) VM24/BF39/169024 Lift Fan TCCEAJ1180 EEL transfer to LDM failed,DQIM,CAT I,Low,4/12/17 15:40,4/12/17 16:46,4/14/17 0:18,4/18/17 12:06,Not Applicable,0,169024
S019UNQT04-1-31470164,(501/EXP) MLG Tire - Cage Code in the EEL needs to be changed to match Physical Part.,DQIM,CAT I,Low,4/12/17 21:07,4/12/17 21:52,4/19/17 11:58,4/24/17 13:23,A3241310,2649A4510-7,0
S019UNQT04-1-31493901,(501/MA) Requesting part number and serial number updates for ZM143/169417,DQIM,CAT II,Low,4/13/17 17:39,4/13/17 18:09,5/10/17 19:22,7/11/17 5:05,A,0,0
S019UNQT04-1-31528791,(ASD) EEL'S NEED TO BE UPDATED,DQIM,CAT II,Medium,4/17/17 20:05,4/20/17 16:02,5/11/17 15:31,5/22/17 19:51,A3241310,2614580-4,0
S019UNQT04-1-31568427,"""INFO ONLY"" 3 demand for Ejection Seat HMD Quick Disconnect Savers replacement",Supply Chain,CAT II,Medium,4/17/17 22:32,4/18/17 0:02,4/24/17 21:25,4/25/17 20:57,A95,MBEU250938,0
S019UNQT04-1-31605303,(501/MA) Respectfully Requesting EEL update for component on ACFT VM15/168723/BF25,DQIM,CAT II,Medium,4/19/17 10:44,4/19/17 14:29,5/4/17 19:47,5/16/17 20:08,A9471015,0,0
S019UNQT04-1-31607501,(501/MA) Requesting EEL Locate/Create for Gimbal Assembly for ACFT 19025/BF40/VM25,DQIM,CAT II,Low,4/19/17 15:01,4/20/17 10:13,6/19/17 20:51,6/21/17 15:04,A9941110,77453000-019,10038
S019UNQT04-1-31608131,(501/MA) Discrepancies found with the Usage Data Report for ACFT BK9/ZM143/169417,DQIM,CAT II,High,4/19/17 20:11,4/19/17 21:50,10/9/17 13:28,10/23/17 13:37,A,Not Applicable,0
S019UNQT04-1-31608171,(501/AF) Inspection of MLG Retract Actuator Hose Assemblies TCTD TAPE for A/C 169024 and 168716,Supply Chain,CAT II,High,4/19/17 20:28,4/19/17 23:14,0,0,A32,AA59474TYICL4,0
S019UNQT04-1-31610701,(501/EXP) DMCH Part Number in EEL needs to be changed to match physical part.,DQIM,CAT I,Low,4/20/17 2:09,4/20/17 17:45,4/25/17 18:20,5/1/17 14:50,A4232060,351000-04-10,2156
S019UNQT04-1-31635721,(501/ORD) Requesting new data sticker for Motor Compressor.,Supply Chain,CAT II,Low,4/20/17 7:38,4/20/17 10:11,5/2/17 15:27,5/11/17 1:10,A9431050,124098-1,266
S019UNQT04-1-31635901,"(501/MA) Requesting Guidance for Ghost Holes at LCN's A4232050, A3531010, and A3511011.",DQIM,CAT II,Low,4/20/17 9:21,4/25/17 9:08,6/7/17 19:57,6/8/17 16:34,A,0,0
S019UNQT04-1-31637751,(501/MA)Requesting guidance for the installation of panels 5121 and 6122 for ACFT 168716/ZM137/BK3,DQIM,CAT II,Low,4/20/17 16:19,4/21/17 7:22,6/6/17 15:57,6/8/17 16:39,E9410,0,0
S019UNQT04-1-31638181,(ASD) Create EEL in LDM,DQIM,CAT II,Low,4/20/17 17:46,4/20/17 17:51,8/28/17 18:49,10/12/17 18:20,A9511013,MBEU254140-3,0
S019UNQT04-1-31649318,(ASD) Update cage code in LDM,DQIM,CAT II,Medium,4/21/17 6:07,4/21/17 12:14,4/26/17 17:13,4/26/17 22:06,A3243010,142-075-1,348
S019UNQT04-1-31649761,(501/MA) Requesting Guidance for Ghost Hole at LCN A5275185 on BK3 168716 ZM137,DQIM,CAT II,Low,4/21/17 8:04,4/21/17 9:40,8/14/17 13:04,8/15/17 23:51,A5275185,0,0
S019UNQT04-1-31689381,"(501/MA) Requesting Guidance for Holes @ LCN A5275221, A5234181101 For ACFT VM11/168720/BF22",DQIM,CAT II,Low,4/22/17 8:21,4/22/17 12:41,6/29/17 20:01,7/12/17 4:19,A,0,0
S019UNQT04-1-31704711,(501/EXP) Requesting DQIM change cage code in EEL to match physical part.,DQIM,CAT I,Low,4/24/17 0:47,4/24/17 18:48,4/26/17 20:51,4/27/17 14:52,A3242010,2614657-2,0
S019UNQT04-1-31704785,(501/EXP) Requesting DQIM change cage code to match physical part,DQIM,CAT I,Low,4/24/17 0:57,4/24/17 18:46,5/4/17 11:51,5/17/17 17:20,A3241310,2649A4510-7,0
S019UNQT04-1-31719681,(501/MA) Requesting Applicability Update at LCNs C8616010/ C8616020 to include BK9/169417/ZM143,DQIM,CAT II,High,4/24/17 16:57,4/24/17 17:50,8/7/17 17:21,8/8/17 13:03,C8616,0,0
S019UNQT04-1-31754551,(501/EXP) request DQIM change cage  coded in EEL to match physical part.,DQIM,CAT I,Low,4/25/17 19:11,4/27/17 22:14,5/2/17 15:38,5/3/17 11:20,A3242010,2614657-2,0
S019UNQT04-1-31774831,(ASD) Create EEL in LDM,DQIM,CAT II,Medium,4/26/17 16:13,4/26/17 16:30,5/10/17 19:47,5/16/17 20:49,A2116021,3885143-1,43
S019UNQT04-1-31805371,(501/MA) Requesting LCN A5234176 be added to the LCN BOM for ACFT 169027/BF42,DQIM,CAT II,High,4/27/17 16:56,4/27/17 18:19,5/11/17 15:44,5/16/17 20:01,A,Not Applicable,0
S019UNQT04-1-31884841,(501/MA) Requesting Serial Number Update For CM Controller For VM01/168719/BF21,DQIM,CAT II,High,5/2/17 18:13,5/2/17 21:23,5/9/17 15:55,5/11/17 20:03,A9920012,8399817-5,73
S019UNQT04-1-31884898,(501/EXP) REQUESTING DQIM TO CHANGE CAGE CODE AND SERIAL NUMBER IN EEL TO MATCH PHSYICAL PART.,DQIM,CAT I,Low,5/2/17 20:09,5/4/17 16:19,5/9/17 20:41,5/10/17 12:46,A3243360,2649E4502-7,0
S019UNQT04-1-31903401,(501/MA) Requesting serial number update for 4173 and 4174 panels for ACFT VM 26/BF41/169026.,DQIM,CAT II,Medium,5/3/17 2:00,5/3/17 5:17,5/9/17 20:22,5/10/17 9:04,A5234173,2WSH62051-0016,0
S019UNQT04-1-31919531,(501/MA) Requesting EEL serial number updates for 4173 and 4174 panels for ACFT VM 27/BF 42/ 169027.,DQIM,CAT II,Medium,5/3/17 5:27,5/3/17 23:27,5/9/17 20:27,5/10/17 9:02,A52,0,0
S019UNQT04-1-31919701,(501/MA) Requesting Guidance for Holes @ LCN A5275221,DQIM,CAT II,Low,5/3/17 9:42,5/16/17 8:31,6/8/17 20:18,6/9/17 7:28,A,0,0
S019UNQT04-1-31924711,(501/MA) Requesting EEL Creation for LH and RH 3BSM Doors for ACFT BF25/168723,DQIM,CAT I,Low,5/3/17 15:25,5/3/17 16:18,5/9/17 20:18,5/10/17 13:08,A5244107,Not Applicable,0
S019UNQT04-1-31930881,(501/EXP) REQUESTING DQIM TO CHANGE CAGE CODE IN EEL TO MATCH PHYSICAL PART.,DQIM,CAT I,Low,5/3/17 20:15,5/4/17 16:14,5/9/17 20:45,5/10/17 12:43,A3241311,2649A4510-7,0
S019UNQT04-1-31937161,(501/MA) Requesting EEL serial number updates for 4173 and 4174 panels for ACFT VM 24/BF 39/ 169024.,DQIM,CAT II,Medium,5/4/17 4:10,5/4/17 4:43,5/9/17 20:38,5/10/17 9:01,A52,0,0
S019UNQT04-1-32051773,(501/MA) EEL UPDATE DUE TO UNK SERIAL NUMBERS ON ACFT VM05/BF10/168061 FOR LCNs A9472028/A9472012,DQIM,CAT II,Low,5/9/17 18:45,5/10/17 9:43,6/1/17 18:46,6/9/17 7:22,A9472,0,0
S019UNQT04-1-32072471,"(501/EXP) Requesting EEL location/ creation for multiple CARTRIDGE, SUP, IPP BAY",DQIM,CAT I,Low,5/10/17 9:11,5/22/17 12:09,6/1/17 19:03,6/6/17 15:09,A2622011,475031,0
S019UNQT04-1-32076381,"(501/AVI) PQDR Š—– Panel 1120, EOTS Window scratches",Supply Chain,CAT II,Medium,5/10/17 13:19,5/10/17 14:59,0,10/16/17 1:37,A5211120,2FKH11013-0008,143
S019UNQT04-1-32076851,(ASD) EEL NEEDS TO BE UPDATED TO CORRECT CAGE AND PART NUMBER NEEDS TO BE ADDED TO PARTS CATALOG,DQIM,CAT II,High,5/10/17 15:26,5/10/17 20:40,7/17/17 17:17,7/20/17 19:08,A4232060,MB423B-12,0
S019UNQT04-1-32107301,(501/MA) Requesting EEL serial number update for shroud assembly for ACFT VM 23/BF 38/ 169023.,DQIM,CAT II,Medium,5/11/17 7:18,5/11/17 8:28,5/17/17 21:09,5/19/17 3:41,A9940013,77456200-019,0
S019UNQT04-1-32200131,(501/MA) Requesting Guidance for New Component added to the LCN Structure for all ACFT.,DQIM,CAT II,High,5/16/17 9:57,5/16/17 10:41,6/13/17 19:19,6/14/17 20:24,A,Not Applicable,0
S019UNQT04-1-32220041,(501/MA) Requesting EEL S/N updates for LCNs A481101/A9930020/21 for ACFT VM27/169027/BF42.,DQIM,CAT II,Medium,5/17/17 6:11,5/17/17 7:01,5/22/17 17:09,5/23/17 20:13,A,0,0
S019UNQT04-1-32236331,(501/MA) Requesting guidance for ghost hole at LCN E7200 on ACFT BK9/ZM143/169417.,DQIM,CAT II,Low,5/17/17 10:14,5/17/17 10:47,6/14/17 17:59,0,E7200,0,0
S019UNQT04-1-32237171,(501/TCTD) Parts precedence issues prior to TCTD incorporation.,Supply Chain,CAT I,Medium,5/17/17 14:48,5/18/17 13:32,6/22/17 17:10,9/18/17 12:41,A0570010,0,0
S019UNQT04-1-32258605,"(501/MA) EEL location or creation of PROBE, MULTI-FUNCTION, LH",DQIM,CAT II,Low,5/18/17 4:24,5/18/17 8:04,5/24/17 15:30,5/24/17 16:12,A3410010,0,0
S019UNQT04-1-32258794,"(501/MA) EEL creation and/or location of 1 NOISE REGULATOR, IFR NO.2 ON 168061/BF10/VM05",DQIM,CAT II,Low,5/18/17 8:16,5/19/17 8:54,5/23/17 21:11,5/24/17 15:47,A94,0,0
S019UNQT04-1-32259281,(501/MA) Requesting Part Precedence Update for PCD-DU for VM11/168720/BF22,DQIM,CAT I,Low,5/18/17 13:30,5/18/17 14:07,5/19/17 18:57,5/22/17 0:59,A4236010,434300-103,3114
S019UNQT04-1-32272557,(501/MA) Requesting Part Precedence update for PCD-EU for Multiple ACFT,DQIM,CAT I,Medium,5/18/17 13:47,5/18/17 15:07,5/19/17 19:20,6/10/17 17:42,A4236020,434400-135,0
S019UNQT04-1-32272821,(ASD) Update EEL Cage Code,DQIM,CAT II,Medium,5/18/17 14:24,5/18/17 14:54,11/9/17 16:01,11/9/17 16:01,A4232060,MB423B-26,2525
S019UNQT04-1-32275251,(ASD)  Create EEL in LDM,DQIM,CAT II,High,5/18/17 20:15,5/18/17 20:23,5/30/17 19:53,5/31/17 17:32,A5211120,2FKH11013-0008,0
S019UNQT04-1-32306619,(ASD) CREATE BIRTH EEL IN LDM,DQIM,CAT II,Medium,5/20/17 17:33,6/7/17 15:01,7/17/17 14:53,7/21/17 14:06,A5264444,2ESH14576-0002,12208205
S019UNQT04-1-32330201,(501/MA) requesting EEL creation/location due to UNK SN on 168061/VM05/BF10,DQIM,CAT II,Low,5/22/17 8:22,5/22/17 9:14,6/12/17 19:13,6/14/17 20:18,A9472,0,0
S019UNQT04-1-32341471,"(501/EXP) Requesting serial number update in inventory and EEL for  PROBE, MULTI-FUNCTION, LH",DQIM,CAT II,Medium,5/22/17 10:06,5/22/17 12:12,6/19/17 20:55,6/27/17 17:13,A3410010,2FRH11016-0005,603
S019UNQT04-1-32341726,(501 EXP) Please create an EEL for the EOTS Window received from supply,DQIM,CAT I,Low,5/22/17 11:09,5/22/17 12:14,5/23/17 20:45,5/24/17 16:37,A5211120,2FKH11013-0008,0
S019UNQT04-1-32356581,(ASD) EEL NEEDS TO BE UPDATED TO CORRECT PART NUMBER,DQIM,CAT II,Medium,5/23/17 5:47,5/23/17 6:29,6/13/17 20:32,6/14/17 18:05,A2460030,"2FEH00042-0003, 6P201JSF2",0
S019UNQT04-1-32357291,"(501/EXP) Motor/Compressor, Inter0l physical Part Number needs to match EEL.",DQIM,CAT II,Low,5/23/17 16:34,5/24/17 5:01,8/21/17 16:37,8/23/17 13:53,A9431050,2120-2100,266
S019UNQT04-1-32398691,(501/MA) Requesting EEL Creation for LH and RH 3BSM Doors for ACFT BF21/168719,DQIM,CAT II,Medium,5/24/17 13:52,5/24/17 15:39,6/6/17 16:54,6/9/17 6:24,A5244107,Not Applicable,0
S019UNQT04-1-32403691,(501/ORD) Requesting P/N for AAS pneumatic port protective cap,Supply Chain,CAT II,Low,5/24/17 18:23,5/25/17 17:14,5/31/17 21:45,6/2/17 14:15,A94,0,0
S019UNQT04-1-32403831,(501/EXP) Please update the EEL to reflect the physical part,DQIM,CAT I,Low,5/24/17 18:56,5/24/17 21:10,5/26/17 16:50,6/6/17 15:09,A5297201,2CSH70108-5001,30005
S019UNQT04-1-32404031,(501/EXP) Please update the EEL to match the physical component.,DQIM,CAT I,Low,5/24/17 19:03,5/24/17 21:15,6/1/17 13:52,6/6/17 15:08,A3242310010,DAP00010-03,0
S019UNQT04-1-32407331,(501/EXP) Please update the EEL to reflect the physical component.,DQIM,CAT I,Low,5/24/17 19:58,5/24/17 21:21,5/26/17 16:32,6/6/17 15:08,A9472029,3099539-103,89
S019UNQT04-1-32426401,(501/MA) Requesting Cage Code update for EOT's Window for ACFT VM01/BF21/168719,DQIM,CAT I,Low,5/25/17 12:13,5/25/17 12:42,5/31/17 18:28,6/8/17 16:07,A5211120,2FKH11013-0008,0
S019UNQT04-1-32478301,(501/EXP) REQUESTING DQIM LOCATE OR CREATE EEL.,DQIM,CAT I,Low,5/30/17 20:21,5/31/17 0:37,6/1/17 19:07,6/5/17 16:28,A2622011,475031,0
S019UNQT04-1-32478451,(501/EXP) REQUESTING DQIM LOCATE OR CREATE EEL.,DQIM,CAT I,Low,5/30/17 22:07,5/31/17 2:05,6/1/17 19:11,6/5/17 16:29,A2622011,475031,0
S019UNQT04-1-32479111,(501/MA) Requesting Guidance for Ghost Hole at LCN A2821 for ACFT 168723/VM15/BF25,DQIM,CAT II,Low,5/31/17 5:44,5/31/17 6:00,7/31/17 14:11,8/11/17 5:47,A,0,0
S019UNQT04-1-32494421,(501/MA) part precedence update for DRESSED RETRACT ACT on ACFT 168719/VM01/BF21,DQIM,CAT II,Low,5/31/17 9:53,5/31/17 10:22,6/13/17 20:34,6/20/17 3:32,A3233310,0,0
S019UNQT04-1-32494691,MALS-31 PC REQUESTS EEL UPDATE FOR 2 MLG WHEEL ASSY'S,DQIM,CAT I,Low,5/31/17 11:00,5/31/17 17:58,6/5/17 14:50,6/7/17 14:10,A3241310010,2614501-2,0
S019UNQT04-1-32547551,(ASD) Part disposition in reference to Material Survey# F-MS-F35-17-0073,Supply Chain,CAT II,Low,6/2/17 11:56,6/2/17 12:28,0,0,A5256326,2WSH52416-0002,0
S019UNQT04-1-32547811,MALS-31 PC REQUESTS ASSISTANCE UPDATING THE EEL CAGE CODE TO K1037  FROM 55284,DQIM,CAT I,Low,6/2/17 13:17,6/2/17 20:38,6/5/17 17:21,6/7/17 14:16,A3242010010,DAP00010-03,0
S019UNQT04-1-32548081,(501/AF) Add Part Number 2ASH12196-0001 (for a Tab Washer) to the Parts Catalog,DQIM,CAT II,Low,6/2/17 14:23,6/2/17 14:57,0,0,A51,2ASH12196-0001,0
S019UNQT04-1-32594381,(501/MA) Requesting an EEL location/creation for BUCKET AND MECHANIS for ACFT 168721/VM12/BF23,DQIM,CAT II,Low,6/5/17 9:15,6/5/17 10:01,7/27/17 18:52,8/3/17 23:05,A9511014,0,0
S019UNQT04-1-32601331,(501/MA) Requesting EEL Location or Creation for 3109 Central Bay Vent for ACFT VM28/BF43/169028,DQIM,CAT II,Low,6/5/17 17:27,6/5/17 17:37,6/19/17 20:57,6/21/17 14:48,A5233109,2CSH00185-0001,1005
S019UNQT04-1-32601501,(ASD) Create EEL's in LDM,DQIM,CAT II,Medium,6/5/17 17:34,6/5/17 18:01,8/23/17 17:59,10/12/17 18:39,A2432021,1707014,0
S019UNQT04-1-32613181,(501/EXP) Requesting part number update. Lighting Control,DQIM,CAT I,Low,6/6/17 12:49,6/8/17 13:52,6/9/17 20:31,6/27/17 17:14,A3341012,81-02010-003,48
S019UNQT04-1-32638891,(501/MA) Requesting Guidance for Ghost Hole at LCN A5234 for ACFT 168058/VM02/BF07,DQIM,CAT II,Low,6/7/17 9:12,6/8/17 5:03,0,0,A5234,0,0
S019UNQT04-1-32639111,(501/SS) Canopy Latch Pins,Supply Chain,CAT II,Low,6/7/17 13:20,6/7/17 13:49,0,0,A56,JSFE15K06BC074,0
S019UNQT04-1-32645411,(501/MA) Requesting Serial Number Update for Multiple Component for ACFT BK3/ZM137/168716,DQIM,CAT II,High,6/7/17 19:55,6/7/17 20:49,6/13/17 20:24,6/14/17 16:47,A,Not Applicable,0
S019UNQT04-1-32645831,(501/MA) Requesting Serial Number Update for Multiple Components on ACFT BK3/ZM137/168716,DQIM,CAT II,High,6/7/17 22:43,6/8/17 1:57,6/13/17 20:26,6/14/17 16:47,A,Not Applicable,0
S019UNQT04-1-32680603,(ASD) Create EEL in LDM,DQIM,CAT II,Low,6/8/17 15:24,6/8/17 15:52,8/21/17 20:33,10/12/17 18:36,A5244125,2VSH33503-0005,0
S019UNQT04-1-32689791,(501/EXP) requesting DQIM to change serial number in EEL to match physical part.,DQIM,CAT I,Low,6/8/17 19:39,6/8/17 20:43,6/9/17 17:11,9/6/17 11:04,A9431050,124098-1,33
S019UNQT04-1-32703331,(501/MA) Requesting Guidance for Ghost Hole at LCN A5234 for ACFT 168722/BF24/VM14,DQIM,CAT II,Low,6/9/17 4:39,6/9/17 10:37,7/28/17 16:02,8/3/17 22:02,A5234,0,0
S019UNQT04-1-32725681,(501/SS) Parachute Harness LCN,DQIM,CAT II,Low,6/9/17 23:44,6/10/17 0:29,8/7/17 20:21,8/8/17 13:22,A95,MBEU2507000-5,0
S019UNQT04-1-32769321,(ASD) Change EEL Serviceability,DQIM,CAT II,Medium,6/12/17 12:44,6/12/17 13:03,6/28/17 17:08,10/12/17 18:34,S2110,2SJL00019-0002,0
S019UNQT04-1-32776707,"(501/MA) Requesting PN update for NLG Retract Actuator, and NLG Assembly for VM15/BF25/168723",DQIM,CAT II,Low,6/12/17 21:00,6/12/17 21:53,6/15/17 13:37,6/16/17 13:59,A3233310,2648A2002-3,0
S019UNQT04-1-32776881,"(ASD) Update EEL serviceability to ""serviceable"" for IUID: D983912GHH41005-00040023",DQIM,CAT I,Low,6/12/17 21:24,6/12/17 22:03,6/16/17 15:54,6/23/17 15:54,A9920018,1211646-002,23
S019UNQT04-1-32802531,MALS-31 IS REQUESTING ASSISTANCE WITH UPDATING SN: B0233 PART NUMBER  2649A4510-7,DQIM,CAT I,Low,6/13/17 16:25,6/13/17 21:33,6/15/17 19:27,6/21/17 13:29,A3241310,2649A4510-7,0
S019UNQT04-1-32802901,(ASD) PLEASE MAKE EEL AVAILABLE IN ALIS,DQIM,CAT II,Medium,6/13/17 19:32,6/14/17 14:23,6/15/17 13:31,6/23/17 15:53,A9431010,124000-6,1900192
S019UNQT04-1-32802911,(501/MA) Requesting PN update for LF that had a Block 4 Upgrade it is for ACFT BK3/168716/ZM137,DQIM,CAT II,Low,6/13/17 19:48,6/14/17 0:44,8/9/17 20:51,8/11/17 2:24,C8610,JS30764,0
S019UNQT04-1-32825551,"(501/EXP) Requesting Cage Code update for CRADLE ASSY, LAUNCHER, WBD RH",DQIM,CAT II,High,6/14/17 7:46,6/29/17 23:58,0,8/22/17 0:20,A5343382,2CSH11429-5026,6466600030
S019UNQT04-1-32825740,"(501/EXP) Requesting Cage Code update in the EEL and inventory for CRADLE ASSY, LAUNCHER, WBD LH",DQIM,CAT II,High,6/14/17 8:00,6/29/17 23:57,0,9/28/17 16:13,A5343381,2CSH11429-5025,6466600021
S019UNQT04-1-32829831,(ASD) Change EEL Serial Number,DQIM,CAT II,Medium,6/14/17 14:57,6/14/17 15:01,6/15/17 16:13,7/10/17 18:07,A9521051,876211-01,100
S019UNQT04-1-32830241,(ASD) PART NUMBERS NOT IN PARTS CATALOG,Supply Chain,CAT II,Medium,6/14/17 15:59,6/15/17 20:09,0,0,ALIS,MULTIPLE,0
S019UNQT04-1-32858858,(501/MA) Requesting Serial Number Update for EO DAS WDO PNL for BK6/ZM140/169299,DQIM,CAT II,Low,6/15/17 7:48,6/15/17 8:11,0,0,A9930020,79768014-049,1239
S019UNQT04-1-32931458,(501/MA) Requesting PN update for NLG Retract Actuator and NLG Assembly for ACFT 168719/BF21/VM01,DQIM,CAT II,Low,6/19/17 3:18,6/19/17 5:06,0,9/14/17 17:14,A3233310,2648A2002-3,0
S019UNQT04-1-32932131,(501/MA) Requesting Guidance For Ghost Holes at Multiple LCN's for ACFT VM15/168723/BF25,DQIM,CAT II,Low,6/19/17 4:55,6/19/17 5:28,8/7/17 17:36,8/20/17 22:27,Not Applicable,Multiple,0
S019UNQT04-1-33027850,(501/MA) Requesting Part Precedence Update for Fuel Dump for ACFT BK3/168716/ZM137,DQIM,CAT II,Low,6/23/17 0:29,6/23/17 0:53,7/11/17 20:53,7/26/17 10:43,A5275185,2WSH52799-0001,22099338
S019UNQT04-1-33037301,"(501/MA) Requesting EEL Creation for COVER ASSY, FI0L F for BK9/ZM143/169417",DQIM,CAT II,Medium,6/23/17 2:14,6/23/17 3:02,7/10/17 16:45,7/11/17 16:01,A,2WSH52422-0014,0
S019UNQT04-1-33077141,(501/MA) Request PN and SN update for Weapon Bay Flipper Doors 168716/BK3/ZM137,DQIM,CAT II,High,6/26/17 16:25,6/26/17 17:19,8/7/17 14:02,8/8/17 18:18,A5232,0,0
S019UNQT04-1-33091349,(501/MA) Requesting EEL Location/ Creation for UHF/LOS Anten0 168308/VM07/BF12,DQIM,CAT II,Low,6/26/17 17:34,6/26/17 18:10,6/28/17 17:10,7/12/17 16:21,A4811011,0,0
S019UNQT04-1-33107301,(501/MA) Requesting PN update for NLG Retract Actuator and NLG Assembly for ACFT 168716/BK3/ZM137,DQIM,CAT I,Low,6/27/17 4:53,6/27/17 5:03,8/15/17 17:36,8/15/17 23:48,A3233310,2648A2002-3,0
S019UNQT04-1-33120401,(501/MA) Request PN and SN update for Weapon Bay Flipper Doors 168725/VM17/BF27,DQIM,CAT II,High,6/27/17 19:47,6/27/17 21:01,8/1/17 19:01,8/7/17 17:35,A5232,0,0
S019UNQT04-1-33120681,"(501/EXP) Requesting serial number update for FAN ASSEMBLY, CLUTCH COOLING",DQIM,CAT II,Medium,6/27/17 21:45,6/29/17 22:37,7/11/17 12:06,9/6/17 11:05,A2183010,645370-4,47
S019UNQT04-1-33120811,(501/EXP) MICAP - Requesting Serviceability Update in EEL.,DQIM,CAT II,High,6/27/17 22:05,6/27/17 22:39,6/28/17 23:29,6/29/17 11:13,A9472011,825R319G03,2028
S019UNQT04-1-33136311,(501/MA) Requesting EEL Creation for LH and RH 3BSM Doors for ACFT BF27/168725,DQIM,CAT II,Medium,6/28/17 6:19,6/28/17 22:41,8/2/17 18:02,8/4/17 1:22,A5244107,Not Applicable,0
S019UNQT04-1-33156301,(501/MA) Requesting PN be added to LCN A5232108 for ACFT VM07/168308/BF12,DQIM,CAT II,High,6/28/17 21:57,6/28/17 22:36,7/18/17 18:04,7/27/17 13:31,A5232108,2CSH00158-5009,0
S019UNQT04-1-33157101,LM/PFF (SCM) EEL CORRECTION NEEDED  2ZCH62721-0021 MAF PN 987-0009-401 SN Multi,DQIM,CAT II,High,6/29/17 12:47,6/29/17 13:45,7/24/17 16:45,7/27/17 19:55,A4232040,987-0009-401,0
S019UNQT04-1-33294811,(501/MA) requesting EEL location and/or creation for the fol1ing list of Support Equipment gear.,DQIM,CAT II,High,7/7/17 13:39,7/7/17 14:06,8/30/17 15:46,0,A,0,0
S019UNQT04-1-33356761,(501/MA) Request PN and SN update for Weapon Bay Flipper Doors 168720/VM11/BF22,DQIM,CAT II,High,7/11/17 15:40,7/11/17 17:49,7/18/17 18:59,8/8/17 12:56,A5232,0,0
S019UNQT04-1-33357021,(501 EXP) Please create EELs for the listed be1 Support Equipment received from the vendor.,DQIM,CAT I,Low,7/11/17 16:24,7/11/17 17:46,7/12/17 14:20,8/23/17 13:42,S8600040,2SJJ03993-0002,0
S019UNQT04-1-33388151,(501/MA) Requesting SN update for Laser Optic Range Receiver 169418/BK10/ZM144,DQIM,CAT II,Low,7/12/17 20:21,7/12/17 23:19,7/17/17 17:10,8/4/17 12:33,A9941117,77454300-019,0
S019UNQT04-1-33414721,"(501/MA) 168721//vm12/BF23  Requesting EEL location and/or creation for  ACTUATOR,VANE NO.3RH",DQIM,CAT II,Low,7/13/17 17:19,7/13/17 17:53,9/15/17 14:50,9/15/17 14:50,C8632130,0,0
S019UNQT04-1-33419991,(501/MA) Requesting EEL Creation for FADEC Bucket for ACFT VM15/168723/BF25,DQIM,CAT I,Low,7/14/17 7:19,7/14/17 9:51,7/18/17 19:02,7/19/17 15:52,C8616010,4135953,0
S019UNQT04-1-33450563,(ASD) MAKE EELS (Parent and Child) AVAILABLE IN LDM,DQIM,CAT I,Low,7/14/17 14:28,7/14/17 17:21,7/17/17 20:28,7/20/17 14:45,A3242010010,DAP00010-03,0
S019UNQT04-1-33453271,"(501/MA) requesting EEL updates for DRAIN POWER SUPPLY 1,2,3",DQIM,CAT II,Low,7/14/17 17:49,7/14/17 18:26,7/20/17 12:43,7/21/17 8:04,A9471013,0,0
S019UNQT04-1-33475561,"(501/MA) BK5/169298/ZM139 Requesting EEL location and/or creation for  ACTUATOR,VANE NO.3RH",DQIM,CAT II,Low,7/17/17 6:07,7/17/17 6:20,8/7/17 17:31,8/8/17 7:18,C8632130,0,0
S019UNQT04-1-33486007,(501/MA) Request PN and SN update for Weapon Bay Flipper Doors 168723/VM15/BF25,DQIM,CAT II,High,7/17/17 18:04,7/18/17 12:53,7/26/17 17:49,8/8/17 18:18,A5232,0,0
S019UNQT04-1-33510371,"(501/MA) 169299/ZM140/BK6 requesting EEL updates for COVER, ACCESS, RH,ICC#2(4112) for Serial number",DQIM,CAT II,Low,7/18/17 8:30,7/19/17 3:57,8/21/17 17:34,8/28/17 4:31,A5234112,0,0
S019UNQT04-1-33513951,MALS-31 IS REQUESTING ASSISTANCE CREATING AN EEL FOR SN: B0337  PN: 2614501-2  CC: 55284,DQIM,CAT I,Low,7/18/17 12:21,7/18/17 19:18,7/20/17 11:42,7/20/17 20:20,A3241310010,2614501-2,0
